,lr_history,train_loss_history,train_epoch_loss_history,rmse_train_history,val_loss_history,val_epoch_loss_history,rmse_val_history
334,5.875131532795511e-06,98.04594,,,0.7675537,,
335,5.892669238863557e-06,33.049362,,,6.111927,,
336,5.910206944931603e-06,84.03467,,,1.1286086,,
337,5.92774465099965e-06,5.2624917,,,2.5273056,,
338,5.945282357067696e-06,85.66299,,,1.5201021,,
339,5.962820063135742e-06,3.4401455,,,1.4660376,,
340,5.9803577692037885e-06,4.3002024,,,2.4845872,,
341,5.997895475271835e-06,34.798668,,,13.874221,,
342,6.0154331813398805e-06,4.0991154,,,8.190081,,
343,6.032970887407927e-06,30.103018,,,3.5346985,,
344,6.050508593475974e-06,42.960163,,,0.7900775,,
345,6.068046299544019e-06,21.505302,,,0.16640346,,
346,6.085584005612066e-06,4.5350556,,,2.7058291,,
347,6.103121711680113e-06,5.891035,,,6.7010536,,
348,6.120659417748159e-06,3.2752132,,,0.9453014,,
349,6.138197123816205e-06,1.6677393,,,0.58449066,,
350,6.155734829884252e-06,159.79272,,,11.633716,,
351,6.173272535952298e-06,3.2118428,,,1.1583601,,
352,6.190810242020344e-06,4.0282044,,,2.9981234,,
353,6.20834794808839e-06,5.983524,,,3.447725,,
354,6.225885654156437e-06,2.1566358,,,10.679938,,
355,6.2434233602244835e-06,23.997057,,,7.9402013,,
