day,mixed_setting,mixed_time,night,rural,urban
-2.7112076,-0.27638274,0.34523872,0.14568792,1.0519823,0.0062231557
-0.5377852,1.2818284,-0.26705143,-0.32282183,1.7576705,-0.43461174
0.32960784,0.91073394,-1.3999224,0.0019479912,0.014107755,0.31187838
0.556838,0.073045455,0.36929125,-0.6642205,-0.056436144,0.14322223
1.1852316,-0.6982604,-2.2284994,1.905673,-0.36510432,-0.121872656
-0.016629376,-0.3162036,0.3794424,2.5190659,0.24565457,1.7897904
0.18114515,0.45889136,-1.3151042,1.812225,0.8746125,-0.79355526
-0.3274068,1.7281846,-1.1568427,3.3813136,-0.91160136,0.3922953
0.9126413,0.52726835,-0.90341884,0.11113987,0.18114515,-1.7393452
-0.54764456,0.42731538,0.31592014,1.373977,-0.11414441,1.9947994
-0.11899897,0.896061,0.88273805,0.1551994,-0.46114275,0.5693739
-0.42354855,-1.9245218,-1.8007997,0.037591226,-0.111557476,0.37983364
0.66317034,0.6281748,-0.70134085,-0.046306547,0.020403482,0.46536127
-0.21198685,-0.4911085,-1.6129184,-0.6879332,0.3022427,3.8763294
-0.11021406,0.8824416,-0.77706033,4.9369025,0.4461138,-1.0971879
0.20628025,-0.32312942,-0.6084554,0.10084603,1.5149072,-0.65380615
1.7749407,0.24733992,-0.77056825,1.7038282,-0.7042983,0.5268961
-2.204597,0.096682176,-1.4529109,-0.12707224,0.8110405,-0.41637513
0.3111817,-1.24733,-1.687574,1.8501359,0.039658636,-0.14906076
-2.1433065,1.7764715,0.50581264,-1.0741086,-0.2410442,0.42238528
0.4194897,-1.0871543,0.31369862,0.43080264,0.39834514,-0.55192494
1.7576705,0.49580598,0.85667646,0.061070427,0.7970711,0.13397415
-0.27397937,1.962414,0.29986835,-0.16231063,-0.8167527,-0.58628
-0.17634352,1.6171087,-0.2779716,-0.66760826,1.5331059,1.8678782
-0.15998991,0.6955113,0.15200073,0.3458116,-1.1231135,-0.20662004
0.31340662,-0.8855869,2.208282,-0.15398832,-0.40269768,-0.029347613
0.3752574,0.54645264,0.72744757,0.5268961,-0.5166013,-0.54278743
0.878615,-2.0226724,-0.44583225,-0.026480641,0.5074711,2.24175
0.5836909,0.3811586,-1.1967635,1.3140626,-0.45222083,-0.3042388
-0.052390963,1.893581,0.10956306,-0.5056933,-0.54527956,0.21125603
