,number,value,datetime_start,datetime_complete,duration,params_LOSS_SCALE,params_lr,system_attrs_grid_id,system_attrs_search_space,state
10,10,24.17622184753418,2025-01-17 20:05:48.868547,2025-01-17 20:12:51.065582,0 days 00:07:02.197035,10.0,1e-07,10,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
11,11,19.247751235961914,2025-01-17 20:12:51.066582,2025-01-17 20:19:55.186354,0 days 00:07:04.119772,100.0,0.01,11,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
12,12,12.609567642211914,2025-01-17 20:19:55.187361,2025-01-17 20:26:58.311593,0 days 00:07:03.124232,1.0,0.001,12,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
13,13,5.705142021179199,2025-01-17 20:26:58.313596,2025-01-17 20:34:02.775171,0 days 00:07:04.461575,1.0,1e-05,13,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
14,14,20.51898765563965,2025-01-17 20:34:02.776172,2025-01-17 20:41:09.221609,0 days 00:07:06.445437,1.0,0.01,14,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
15,15,24.850109100341797,2025-01-17 20:41:09.223609,2025-01-17 20:48:12.976585,0 days 00:07:03.752976,1000.0,1e-07,15,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
16,16,8.304494857788086,2025-01-17 20:48:12.977583,2025-01-17 20:55:18.455820,0 days 00:07:05.478237,10.0,0.0001,16,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
17,17,20.60165786743164,2025-01-17 20:55:18.456819,2025-01-17 21:02:21.302607,0 days 00:07:02.845788,10.0,1e-06,17,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
18,18,20.81550407409668,2025-01-17 21:02:21.304611,2025-01-17 21:09:25.769279,0 days 00:07:04.464668,1000.0,1e-06,18,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
19,19,5.01978063583374,2025-01-17 21:09:25.770278,2025-01-17 21:16:28.941239,0 days 00:07:03.170961,1.0,0.0001,19,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
20,20,24.99639892578125,2025-01-17 21:16:28.942239,2025-01-17 21:23:32.695540,0 days 00:07:03.753301,1.0,1e-07,20,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
21,21,6.841737270355225,2025-01-17 21:23:32.697539,2025-01-17 21:30:36.498374,0 days 00:07:03.800835,1000.0,0.0001,21,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
22,22,5.246455192565918,2025-01-17 21:30:36.499372,2025-01-17 21:37:39.767632,0 days 00:07:03.268260,100.0,0.0001,22,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
23,23,23.858779907226562,2025-01-17 21:37:39.769628,2025-01-17 21:44:46.459155,0 days 00:07:06.689527,100.0,1e-07,23,"{'LOSS_SCALE': [1.0, 10.0, 100.0, 1000.0], 'lr': [1e-07, 1e-06, 1e-05, 0.0001, 0.001, 0.01]}",COMPLETE
