,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_epoch_loss_history,rmse_val_history
13310,1.2284907721109496e-05,0.006633883,0.0016953872,0.004938496,,,,,,,
13311,1.2279483572412364e-05,0.006611997,0.00023885255,0.006373144,,,,,,,
13312,1.2274059791529532e-05,0.008251948,0.00057309575,0.007678853,,,,,,,
13313,1.2268636379194304e-05,0.0025886798,0.00029367834,0.0022950014,,,,,,,
13314,1.2263213336139925e-05,0.0008752282,0.00047032017,0.00040490803,,,,,,,
13315,1.2257790663099581e-05,0.0044177296,0.0015725107,0.002845219,,,,,,,
13316,1.2252368360806427e-05,0.018637918,0.0009067977,0.01773112,,,,,,,
13317,1.2246946429993557e-05,0.00063300796,0.00014074397,0.000492264,,,,,,,
13318,1.2241524871394018e-05,0.007875815,0.00010446883,0.0077713463,,,,,,,
13319,1.2236103685740811e-05,0.005299139,0.0044062203,0.0008929188,,,,,,,
13320,1.223068287376687e-05,0.006694865,0.00043546653,0.0062593985,,,,,,,
13321,1.2225262436205099e-05,0.003931834,0.0020429587,0.0018888753,,,,,,,
13322,1.2219842373788334e-05,0.0052456665,0.001595057,0.0036506096,,,,,,,
13323,1.2214422687249375e-05,0.0034715459,0.0010338776,0.0024376682,,,,,,,
13324,1.2209003377320965e-05,0.018061014,0.0010719422,0.01698907,,,,,,,
13325,1.2203584444735793e-05,0.006494127,0.0009364102,0.005557717,,,,,,,
13326,1.2198165890226498e-05,0.0046737897,0.002490593,0.0021831968,,,,,,,
13327,1.2192747714525672e-05,0.0035829577,0.0022845878,0.0012983698,,,,,,,
13328,1.2187329918365851e-05,0.0035856673,0.0025086477,0.0010770197,,,,,,,
